"up.or.downregulated","subnetwork","GO.ID","Term","Annotated","Significant","Expected","classicFisher","sig_ids"
"upregulated","whole network","GO:0009987","cellular process",11855,257,227.36,0.00174,"AT1G02220;AT1G03010;AT1G03090;AT1G03310;AT1G03950;AT1G04970;AT1G05300;AT1G08720;AT1G09240;AT1G10070;AT1G11410;AT1G12010;AT1G12480;AT1G16720;AT1G16890;AT1G20630;AT1G21250;AT1G23080;AT1G34420;AT1G49240;AT1G51805;AT1G54160;AT1G55090;AT1G55310;AT1G56140;AT1G56460;AT1G58070;AT1G62710;AT1G63020;AT1G63350;AT1G64710;AT1G65260;AT1G66920;AT1G67000;AT1G67030;AT1G67260;AT1G69390;AT1G69440;AT1G69730;AT1G70530;AT1G70660;AT1G71040;AT1G72150;AT1G73600;AT1G73700;AT1G74660;AT1G77130;AT1G77920;AT1G78620;AT1G79670;AT1G80360;AT1G80420;AT2G03530;AT2G17520;AT2G20570;AT2G20630;AT2G20725;AT2G21590;AT2G22600;AT2G23200;AT2G25710;AT2G26350;AT2G26660;AT2G28810;AT2G28890;AT2G30720;AT2G30950;AT2G32260;AT2G33110;AT2G33150;AT2G33470;AT2G33550;AT2G33590;AT2G33770;AT2G34380;AT2G34420;AT2G35060;AT2G36680;AT2G37260;AT2G39890;AT2G40030;AT2G40300;AT2G40670;AT2G41430;AT2G41900;AT2G42040;AT2G43350;AT2G43800;AT2G45980;AT2G46590;AT2G46790;AT2G47070;AT2G47880;AT2G47890;AT3G01470;AT3G02150;AT3G04930;AT3G05630;AT3G05690;AT3G08650;AT3G08860;AT3G09405;AT3G09600;AT3G10870;AT3G11670;AT3G12040;AT3G14230;AT3G15290;AT3G15510;AT3G16050;AT3G16640;AT3G16770;AT3G17470;AT3G17650;AT3G18530;AT3G19100;AT3G19290;AT3G19620;AT3G21080;AT3G22460;AT3G23340;AT3G25020;AT3G27820;AT3G29035;AT3G44400;AT3G44630;AT3G45860;AT3G47500;AT3G47600;AT3G49580;AT3G51840;AT3G52430;AT3G53720;AT3G54620;AT3G54820;AT3G55110;AT3G55770;AT3G55830;AT3G58070;AT3G59140;AT3G60180;AT3G60400;AT3G61470;AT4G00050;AT4G00140;AT4G00870;AT4G02420;AT4G02630;AT4G03320;AT4G05020;AT4G05060;AT4G08920;AT4G10380;AT4G13510;AT4G13810;AT4G13820;AT4G14070;AT4G14400;AT4G16210;AT4G16670;AT4G17830;AT4G17880;AT4G18050;AT4G18120;AT4G18520;AT4G19420;AT4G22890;AT4G23130;AT4G23270;AT4G23310;AT4G24120;AT4G27450;AT4G29050;AT4G29950;AT4G30960;AT4G31550;AT4G32160;AT4G32940;AT4G34030;AT4G34100;AT4G34600;AT4G35220;AT4G35300;AT4G36780;AT4G36830;AT4G37930;AT4G37980;AT4G38340;AT4G39100;AT4G39180;AT4G39800;AT4G40010;AT4G40080;AT5G01600;AT5G01820;AT5G02290;AT5G06800;AT5G07780;AT5G08335;AT5G10930;AT5G12200;AT5G13290;AT5G13930;AT5G16530;AT5G17700;AT5G22270;AT5G22290;AT5G24655;AT5G26570;AT5G26751;AT5G35170;AT5G38990;AT5G39020;AT5G39790;AT5G42300;AT5G43330;AT5G43470;AT5G43560;AT5G45160;AT5G45380;AT5G46180;AT5G46490;AT5G46830;AT5G46920;AT5G47370;AT5G47560;AT5G49650;AT5G49970;AT5G50010;AT5G50400;AT5G50800;AT5G50920;AT5G51890;AT5G53850;AT5G54060;AT5G54290;AT5G54940;AT5G54960;AT5G57660;AT5G58580;AT5G58787;AT5G58940;AT5G59670;AT5G59890;AT5G60600;AT5G60850;AT5G61420;AT5G61500;AT5G61850;AT5G62850;AT5G63710;AT5G63800;AT5G64500;AT5G64770;AT5G65210;AT5G65320;AT5G66190"
"upregulated","whole network","GO:0044248","cellular catabolic process",399,17,7.65,0.00194,"AT1G03090;AT1G20630;AT1G64710;AT1G80360;AT2G26350;AT2G33150;AT2G45980;AT3G05630;AT3G27820;AT3G51840;AT4G16210;AT4G34030;AT4G35220;AT4G37930;AT5G43560;AT5G46180;AT5G61500"
"upregulated","whole network","GO:0070542","response to fatty acid",203,11,3.89,0.00195,"AT1G12010;AT3G11670;AT3G15510;AT3G16770;AT3G51430;AT3G52430;AT4G31550;AT4G32940;AT4G35770;AT5G13930;AT5G54060"
"upregulated","whole network","GO:0009699","phenylpropanoid biosynthetic process",95,7,1.82,0.00236,"AT3G11670;AT4G34100;AT4G37970;AT4G37980;AT5G03260;AT5G13930;AT5G60020"
"upregulated","whole network","GO:0009267","cellular response to starvation",149,9,2.86,0.00237,"AT1G20630;AT1G71040;AT2G26660;AT2G33770;AT2G47880;AT3G05630;AT3G49580;AT5G45380;AT5G61420"
"upregulated","whole network","GO:0000302","response to reactive oxygen species",150,9,2.88,0.00248,"AT1G12480;AT1G20630;AT2G40300;AT2G43350;AT3G29035;AT3G56240;AT4G08920;AT5G01600;AT5G58940"
"upregulated","whole network","GO:0009809","lignin biosynthetic process",50,5,0.96,0.00264,"AT3G11670;AT4G37970;AT4G37980;AT5G03260;AT5G60020"
"upregulated","whole network","GO:0006468","protein phosphorylation",1031,33,19.77,0.00292,"AT1G08720;AT1G11410;AT1G21250;AT1G34420;AT1G56140;AT1G67000;AT1G69730;AT1G70530;AT1G79670;AT2G17520;AT2G23200;AT3G19100;AT3G23340;AT3G45860;AT4G02420;AT4G02630;AT4G08920;AT4G23130;AT4G23270;AT4G23310;AT4G29050;AT4G30960;AT4G40010;AT5G01820;AT5G02290;AT5G10930;AT5G13290;AT5G26570;AT5G26751;AT5G38990;AT5G39020;AT5G58940;AT5G63710"
"upregulated","whole network","GO:0006979","response to oxidative stress",451,18,8.65,0.00293,"AT1G12480;AT1G20630;AT1G64360;AT1G80130;AT2G04795;AT2G25080;AT2G40300;AT2G43350;AT3G12260;AT3G29035;AT3G56240;AT4G08920;AT4G35770;AT5G01600;AT5G01820;AT5G13930;AT5G51890;AT5G58940"
"upregulated","whole network","GO:0009813","flavonoid biosynthetic process",74,6,1.42,0.00296,"AT3G21560;AT4G17880;AT5G05270;AT5G13930;AT5G42800;AT5G54060"
"upregulated","whole network","GO:1901879","regulation of protein depolymerization",16,3,0.31,0.00326,"AT2G43800;AT3G16640;AT5G07780"
"upregulated","whole network","GO:0009414","response to water deprivation",385,16,7.38,0.00332,"AT1G08720;AT1G54160;AT2G33590;AT2G41430;AT2G43350;AT3G16640;AT3G19290;AT3G47600;AT3G48170;AT4G08920;AT4G30960;AT4G34100;AT5G01820;AT5G50720;AT5G58787;AT5G66400"
"upregulated","whole network","GO:0044282","small molecule catabolic process",218,11,4.18,0.00338,"AT1G03090;AT1G64710;AT1G80360;AT2G26350;AT2G33150;AT3G51840;AT4G16210;AT4G34030;AT4G35220;AT4G37930;AT5G46180"
"upregulated","whole network","GO:0009416","response to light stimulus",764,26,14.65,0.00361,"AT1G12480;AT1G20630;AT1G22500;AT1G22790;AT1G54160;AT1G74660;AT1G80360;AT2G29120;AT2G30950;AT2G34420;AT2G41430;AT2G46590;AT2G46790;AT3G01470;AT3G09600;AT3G52430;AT3G61470;AT4G08920;AT4G14400;AT4G35770;AT4G37930;AT4G39100;AT5G13930;AT5G24655;AT5G43470;AT5G47370"
"upregulated","whole network","GO:0030003","intracellular monoatomic cation homeosta...",160,9,3.07,0.00382,"AT1G47330;AT2G14520;AT2G29120;AT2G40300;AT3G53720;AT3G56240;AT4G08920;AT5G01600;AT5G47560"
"upregulated","whole network","GO:0046777","protein autophosphorylation",192,10,3.68,0.00407,"AT1G08720;AT1G56140;AT1G70530;AT2G17520;AT2G23200;AT3G19100;AT4G02630;AT4G08920;AT5G26570;AT5G38990"
"upregulated","whole network","GO:0050801","monoatomic ion homeostasis",224,11,4.3,0.00414,"AT1G12480;AT1G47330;AT2G14520;AT2G29120;AT2G40300;AT3G53720;AT3G56240;AT4G08920;AT4G34600;AT5G01600;AT5G47560"
"upregulated","whole network","GO:0046148","pigment biosynthetic process",134,8,2.57,0.00438,"AT2G20570;AT3G21560;AT4G17880;AT5G13930;AT5G42800;AT5G49650;AT5G50920;AT5G54060"
"upregulated","whole network","GO:0019725","cellular homeostasis",362,15,6.94,0.00451,"AT1G08570;AT1G11530;AT1G12480;AT1G47330;AT2G14520;AT2G29120;AT2G40300;AT2G47880;AT3G53720;AT3G56240;AT4G08920;AT4G36910;AT5G01600;AT5G47560;AT5G54290"
"upregulated","whole network","GO:0007165","signal transduction",1486,43,28.5,0.00467,"AT1G08720;AT1G21250;AT1G23080;AT1G54160;AT1G67030;AT1G69730;AT1G79670;AT2G17520;AT2G20570;AT2G33150;AT2G40670;AT2G43350;AT2G46590;AT2G46790;AT3G11670;AT3G16770;AT3G19100;AT3G19290;AT3G25020;AT3G44400;AT3G44630;AT3G52430;AT4G08920;AT4G13810;AT4G13820;AT4G14400;AT4G16670;AT4G17880;AT4G30960;AT4G31550;AT4G32160;AT4G36780;AT4G40010;AT5G01820;AT5G08335;AT5G10930;AT5G16530;AT5G22270;AT5G26751;AT5G46490;AT5G47370;AT5G60600;AT5G61850"
"upregulated","whole network","GO:0071396","cellular response to lipid",436,17,8.36,0.00476,"AT1G08720;AT1G12010;AT1G54160;AT1G67030;AT2G33150;AT2G43350;AT3G11670;AT3G19100;AT3G19290;AT3G52430;AT4G31550;AT4G36780;AT4G36830;AT5G08335;AT5G54060;AT5G58787;AT5G61850"
"upregulated","whole network","GO:0006995","cellular response to nitrogen starvation",36,4,0.69,0.00484,"AT1G20630;AT2G47880;AT3G05630;AT5G45380"
"upregulated","whole network","GO:0042538","hyperosmotic salinity response",58,5,1.11,0.00504,"AT4G30960;AT5G26751;AT5G46180;AT5G46830;AT5G50720"
"upregulated","whole network","GO:0009620","response to fungus",297,13,5.7,0.00507,"AT1G08720;AT1G21250;AT1G49050;AT1G79670;AT2G01650;AT2G14560;AT2G40030;AT2G46440;AT3G25020;AT3G51430;AT4G14400;AT4G15760;AT5G61420"
"upregulated","whole network","GO:0009753","response to jasmonic acid",199,10,3.82,0.00523,"AT3G11670;AT3G15510;AT3G16770;AT3G51430;AT3G52430;AT4G31550;AT4G32940;AT4G35770;AT5G13930;AT5G54060"
"upregulated","whole network","GO:0009314","response to radiation",787,26,15.09,0.00529,"AT1G12480;AT1G20630;AT1G22500;AT1G22790;AT1G54160;AT1G74660;AT1G80360;AT2G29120;AT2G30950;AT2G34420;AT2G41430;AT2G46590;AT2G46790;AT3G01470;AT3G09600;AT3G52430;AT3G61470;AT4G08920;AT4G14400;AT4G35770;AT4G37930;AT4G39100;AT5G13930;AT5G24655;AT5G43470;AT5G47370"
"upregulated","whole network","GO:0009737","response to abscisic acid",553,20,10.61,0.00531,"AT1G08720;AT1G12480;AT1G20630;AT1G54160;AT1G67030;AT1G74660;AT2G33150;AT2G33590;AT2G43350;AT3G19290;AT3G48170;AT3G55830;AT4G13510;AT4G36830;AT5G01820;AT5G08335;AT5G50720;AT5G58787;AT5G58940;AT5G66400"
"upregulated","whole network","GO:0042886","amide transport",37,4,0.71,0.00534,"AT2G03530;AT2G33470;AT5G12170;AT5G45380"
"upregulated","whole network","GO:0097305","response to alcohol",560,20,10.74,0.00608,"AT1G08720;AT1G12480;AT1G20630;AT1G54160;AT1G67030;AT1G74660;AT2G33150;AT2G33590;AT2G43350;AT3G19290;AT3G48170;AT3G55830;AT4G13510;AT4G36830;AT5G01820;AT5G08335;AT5G50720;AT5G58787;AT5G58940;AT5G66400"
"upregulated","whole network","GO:1900426","positive regulation of defense response ...",20,3,0.38,0.00626,"AT3G52430;AT4G08920;AT4G14400"
"upregulated","whole network","GO:1901606","alpha-amino acid catabolic process",87,6,1.67,0.00657,"AT1G03090;AT1G80360;AT4G34030;AT4G35220;AT4G37930;AT5G46180"
"upregulated","whole network","GO:0009626","plant-type hypersensitive response",62,5,1.19,0.00669,"AT4G37930;AT4G37980;AT5G22290;AT5G43470;AT5G46180"
"upregulated","whole network","GO:0009808","lignin metabolic process",63,5,1.21,0.00716,"AT3G11670;AT4G37970;AT4G37980;AT5G03260;AT5G60020"
"upregulated","whole network","GO:0034050","symbiont-induced defense-related program...",63,5,1.21,0.00716,"AT4G37930;AT4G37980;AT5G22290;AT5G43470;AT5G46180"
"upregulated","whole network","GO:0023052","signaling",1524,43,29.23,0.0072,"AT1G08720;AT1G21250;AT1G23080;AT1G54160;AT1G67030;AT1G69730;AT1G79670;AT2G17520;AT2G20570;AT2G33150;AT2G40670;AT2G43350;AT2G46590;AT2G46790;AT3G11670;AT3G16770;AT3G19100;AT3G19290;AT3G25020;AT3G44400;AT3G44630;AT3G52430;AT4G08920;AT4G13810;AT4G13820;AT4G14400;AT4G16670;AT4G17880;AT4G30960;AT4G31550;AT4G32160;AT4G36780;AT4G40010;AT5G01820;AT5G08335;AT5G10930;AT5G16530;AT5G22270;AT5G26751;AT5G46490;AT5G47370;AT5G60600;AT5G61850"
"upregulated","whole network","GO:0042592","homeostatic process",494,18,9.47,0.0074,"AT1G08570;AT1G11530;AT1G12480;AT1G47330;AT1G68570;AT2G14520;AT2G29120;AT2G33770;AT2G40300;AT2G47880;AT3G53720;AT3G56240;AT4G08920;AT4G34600;AT4G36910;AT5G01600;AT5G47560;AT5G54290"
"upregulated","whole network","GO:0006635","fatty acid beta-oxidation",41,4,0.79,0.00771,"AT2G26350;AT2G33150;AT3G51840;AT4G16210"
"upregulated","whole network","GO:0098771","inorganic ion homeostasis",179,9,3.43,0.00785,"AT1G47330;AT2G14520;AT2G29120;AT2G33770;AT2G40300;AT3G53720;AT3G56240;AT4G08920;AT5G01600"
"upregulated","whole network","GO:0042542","response to hydrogen peroxide",65,5,1.25,0.00816,"AT1G20630;AT2G43350;AT3G29035;AT5G01600;AT5G58940"
"upregulated","whole network","GO:0071446","cellular response to salicylic acid stim...",65,5,1.25,0.00816,"AT1G08720;AT3G52430;AT4G14400;AT5G43470;AT5G60600"
"upregulated","whole network","GO:0009641","shade avoidance",22,3,0.42,0.00823,"AT1G80360;AT4G08920;AT5G47370"
"upregulated","whole network","GO:1900150","regulation of defense response to fungus",22,3,0.42,0.00823,"AT1G08720;AT3G25020;AT4G14400"
"upregulated","whole network","GO:0051261","protein depolymerization",42,4,0.81,0.0084,"AT2G43800;AT3G16640;AT5G07780;AT5G59890"
"upregulated","whole network","GO:0008152","metabolic process",10348,223,198.46,0.00848,"AT1G01640;AT1G02220;AT1G03010;AT1G03090;AT1G03310;AT1G04970;AT1G08720;AT1G09130;AT1G09240;AT1G10070;AT1G11410;AT1G12010;AT1G16720;AT1G16890;AT1G19400;AT1G20160;AT1G20630;AT1G21250;AT1G22500;AT1G22710;AT1G32860;AT1G34420;AT1G45191;AT1G49050;AT1G51805;AT1G54160;AT1G55090;AT1G55310;AT1G56140;AT1G62710;AT1G63020;AT1G63350;AT1G64710;AT1G66920;AT1G67000;AT1G67030;AT1G67260;AT1G68660;AT1G69440;AT1G69720;AT1G69730;AT1G70530;AT1G70660;AT1G72190;AT1G73600;AT1G74660;AT1G77130;AT1G77920;AT1G78620;AT1G79670;AT1G80360;AT1G80420;AT2G03530;AT2G17520;AT2G20570;AT2G20630;AT2G20725;AT2G21590;AT2G22600;AT2G22970;AT2G23010;AT2G23200;AT2G25710;AT2G26350;AT2G28810;AT2G28890;AT2G30720;AT2G30950;AT2G32260;AT2G33150;AT2G33530;AT2G33550;AT2G33770;AT2G34420;AT2G36680;AT2G37260;AT2G40030;AT2G40300;AT2G40670;AT2G41900;AT2G42040;AT2G45980;AT2G46590;AT2G46790;AT2G47070;AT2G47890;AT3G01470;AT3G02150;AT3G04930;AT3G05200;AT3G05630;AT3G05690;AT3G07720;AT3G09600;AT3G10870;AT3G11670;AT3G12040;AT3G14230;AT3G15290;AT3G15510;AT3G16050;AT3G16770;AT3G17470;AT3G19100;AT3G19290;AT3G19620;AT3G21560;AT3G22460;AT3G23340;AT3G27820;AT3G29035;AT3G43670;AT3G45860;AT3G47500;AT3G47600;AT3G51430;AT3G51840;AT3G52430;AT3G54620;AT3G55830;AT3G58070;AT3G60180;AT3G60400;AT3G61060;AT3G61470;AT3G61540;AT4G00050;AT4G00870;AT4G02420;AT4G02630;AT4G05020;AT4G08920;AT4G11360;AT4G14070;AT4G14400;AT4G16210;AT4G17486;AT4G17830;AT4G17880;AT4G18520;AT4G21760;AT4G22890;AT4G23130;AT4G23270;AT4G23310;AT4G27830;AT4G29050;AT4G30960;AT4G31550;AT4G32940;AT4G33490;AT4G33565;AT4G34030;AT4G34100;AT4G35220;AT4G36780;AT4G36830;AT4G37930;AT4G37970;AT4G37980;AT4G38340;AT4G39100;AT4G39180;AT4G39800;AT4G40010;AT5G01600;AT5G01820;AT5G02290;AT5G03260;AT5G05270;AT5G06800;AT5G08335;AT5G10930;AT5G11920;AT5G12200;AT5G13290;AT5G13930;AT5G22270;AT5G22290;AT5G24155;AT5G26570;AT5G26751;AT5G35170;AT5G38990;AT5G39020;AT5G39790;AT5G42300;AT5G42800;AT5G43330;AT5G43560;AT5G46180;AT5G46830;AT5G46920;AT5G47370;AT5G47800;AT5G49650;AT5G49970;AT5G50010;AT5G50400;AT5G50920;AT5G52120;AT5G53850;AT5G54060;AT5G57660;AT5G58580;AT5G58787;AT5G58940;AT5G59670;AT5G60020;AT5G60600;AT5G60820;AT5G60850;AT5G61420;AT5G61500;AT5G61850;AT5G62560;AT5G63710;AT5G63800;AT5G65140;AT5G65210;AT5G65320;AT5G65760;AT5G66190"
"upregulated","whole network","GO:0055082","intracellular chemical homeostasis",216,10,4.14,0.00911,"AT1G12480;AT1G47330;AT2G14520;AT2G29120;AT2G40300;AT3G53720;AT3G56240;AT4G08920;AT5G01600;AT5G47560"
"upregulated","whole network","GO:0010043","response to zinc ion",43,4,0.82,0.00912,"AT2G32520;AT3G07720;AT3G22460;AT5G01600"
"upregulated","whole network","GO:0032870","cellular response to hormone stimulus",662,22,12.7,0.00927,"AT1G08720;AT1G23080;AT1G54160;AT1G67030;AT2G33150;AT2G40670;AT2G43350;AT3G11670;AT3G16770;AT3G19100;AT3G19290;AT3G52430;AT4G31550;AT4G36780;AT4G36830;AT5G08335;AT5G16530;AT5G22270;AT5G47370;AT5G54060;AT5G58787;AT5G61850"
"upregulated","whole network","GO:0071495","cellular response to endogenous stimulus",662,22,12.7,0.00927,"AT1G08720;AT1G23080;AT1G54160;AT1G67030;AT2G33150;AT2G40670;AT2G43350;AT3G11670;AT3G16770;AT3G19100;AT3G19290;AT3G52430;AT4G31550;AT4G36780;AT4G36830;AT5G08335;AT5G16530;AT5G22270;AT5G47370;AT5G54060;AT5G58787;AT5G61850"
"upregulated","whole network","GO:0042594","response to starvation",184,9,3.53,0.00931,"AT1G20630;AT1G71040;AT2G26660;AT2G33770;AT2G47880;AT3G05630;AT3G49580;AT5G45380;AT5G61420"
"upregulated","whole network","GO:0007154","cell communication",1552,43,29.76,0.00972,"AT1G08720;AT1G21250;AT1G23080;AT1G54160;AT1G67030;AT1G69730;AT1G79670;AT2G17520;AT2G20570;AT2G33150;AT2G40670;AT2G43350;AT2G46590;AT2G46790;AT3G11670;AT3G16770;AT3G19100;AT3G19290;AT3G25020;AT3G44400;AT3G44630;AT3G52430;AT4G08920;AT4G13810;AT4G13820;AT4G14400;AT4G16670;AT4G17880;AT4G30960;AT4G31550;AT4G32160;AT4G36780;AT4G40010;AT5G01820;AT5G08335;AT5G10930;AT5G16530;AT5G22270;AT5G26751;AT5G46490;AT5G47370;AT5G60600;AT5G61850"
"upregulated","whole network","GO:0009062","fatty acid catabolic process",44,4,0.84,0.00989,"AT2G26350;AT2G33150;AT3G51840;AT4G16210"
"upregulated","whole network","GO:0009063","amino acid catabolic process",95,6,1.82,0.00996,"AT1G03090;AT1G80360;AT4G34030;AT4G35220;AT4G37930;AT5G46180"
"upregulated","whole network","GO:0060918","auxin transport",95,6,1.82,0.00996,"AT1G23080;AT4G08920;AT4G30960;AT5G13930;AT5G16530;AT5G64770"
"upregulated","whole network","GO:0043244","regulation of protein-containing complex...",24,3,0.46,0.01051,"AT2G43800;AT3G16640;AT5G07780"
"upregulated","whole network","GO:2000031","regulation of salicylic acid mediated si...",24,3,0.46,0.01051,"AT1G08720;AT3G52430;AT4G14400"
"upregulated","whole network","GO:0009914","hormone transport",97,6,1.86,0.01098,"AT1G23080;AT4G08920;AT4G30960;AT5G13930;AT5G16530;AT5G64770"
"upregulated","whole network","GO:0006972","hyperosmotic response",70,5,1.34,0.01106,"AT4G30960;AT5G26751;AT5G46180;AT5G46830;AT5G50720"
"upregulated","whole network","GO:0006810","transport",2152,56,41.27,0.01149,"AT1G03950;AT1G05300;AT1G09240;AT1G12480;AT1G22710;AT1G23080;AT1G73700;AT2G03530;AT2G26350;AT2G33110;AT2G33470;AT2G33770;AT2G35060;AT2G36680;AT2G39890;AT2G40300;AT2G43800;AT2G45980;AT3G05630;AT3G08650;AT3G11670;AT3G17650;AT3G21080;AT3G53720;AT3G54820;AT3G55110;AT3G59140;AT4G03320;AT4G08920;AT4G10380;AT4G13510;AT4G16670;AT4G18050;AT4G18197;AT4G24120;AT4G29950;AT4G30960;AT4G35300;AT4G38580;AT4G39180;AT4G40080;AT5G01600;AT5G03260;AT5G12170;AT5G13930;AT5G16530;AT5G17700;AT5G45380;AT5G47560;AT5G50800;AT5G50920;AT5G58580;AT5G60020;AT5G62850;AT5G64500;AT5G64770"
"upregulated","whole network","GO:0006551","L-leucine metabolic process",25,3,0.48,0.01178,"AT1G03090;AT1G10070;AT4G34030"
"upregulated","whole network","GO:0019674","NAD metabolic process",25,3,0.48,0.01178,"AT1G55090;AT5G43330;AT5G49970"
"upregulated","whole network","GO:0090056","regulation of chlorophyll metabolic proc...",25,3,0.48,0.01178,"AT2G20570;AT3G19290;AT5G50920"
"upregulated","whole network","GO:0006520","amino acid metabolic process",404,15,7.75,0.01178,"AT1G03090;AT1G09240;AT1G10070;AT1G19400;AT1G72190;AT1G80360;AT3G16050;AT3G22460;AT4G17830;AT4G34030;AT4G35220;AT4G37930;AT5G12200;AT5G46180;AT5G53850"
"upregulated","whole network","GO:0044237","cellular metabolic process",7640,169,146.52,0.01182,"AT1G02220;AT1G03090;AT1G03310;AT1G04970;AT1G08720;AT1G09240;AT1G10070;AT1G11410;AT1G12010;AT1G16720;AT1G20630;AT1G21250;AT1G34420;AT1G51805;AT1G54160;AT1G55090;AT1G55310;AT1G56140;AT1G62710;AT1G63020;AT1G63350;AT1G64710;AT1G66920;AT1G67000;AT1G67030;AT1G67260;AT1G69440;AT1G69730;AT1G70530;AT1G73600;AT1G74660;AT1G77130;AT1G77920;AT1G78620;AT1G79670;AT1G80360;AT2G03530;AT2G17520;AT2G20570;AT2G20630;AT2G20725;AT2G21590;AT2G22600;AT2G23200;AT2G25710;AT2G26350;AT2G28810;AT2G28890;AT2G30720;AT2G30950;AT2G32260;AT2G33150;AT2G33550;AT2G34420;AT2G37260;AT2G40030;AT2G40300;AT2G40670;AT2G41900;AT2G42040;AT2G45980;AT2G46590;AT2G46790;AT2G47070;AT2G47890;AT3G01470;AT3G02150;AT3G04930;AT3G05630;AT3G05690;AT3G09600;AT3G10870;AT3G11670;AT3G14230;AT3G15290;AT3G15510;AT3G16050;AT3G16770;AT3G17470;AT3G19100;AT3G19290;AT3G22460;AT3G23340;AT3G27820;AT3G29035;AT3G45860;AT3G47500;AT3G47600;AT3G51840;AT3G52430;AT3G54620;AT3G55830;AT3G58070;AT3G60180;AT3G60400;AT3G61470;AT4G00050;AT4G00870;AT4G02420;AT4G02630;AT4G05020;AT4G08920;AT4G14070;AT4G16210;AT4G17830;AT4G17880;AT4G18520;AT4G22890;AT4G23130;AT4G23270;AT4G23310;AT4G29050;AT4G30960;AT4G31550;AT4G32940;AT4G34030;AT4G34100;AT4G35220;AT4G36780;AT4G36830;AT4G37930;AT4G37980;AT4G38340;AT4G39100;AT4G39180;AT4G39800;AT4G40010;AT5G01600;AT5G01820;AT5G02290;AT5G06800;AT5G10930;AT5G12200;AT5G13290;AT5G13930;AT5G22270;AT5G22290;AT5G26570;AT5G26751;AT5G35170;AT5G38990;AT5G39020;AT5G39790;AT5G42300;AT5G43330;AT5G43560;AT5G46180;AT5G46830;AT5G46920;AT5G47370;AT5G49650;AT5G49970;AT5G50010;AT5G50400;AT5G53850;AT5G57660;AT5G58580;AT5G58940;AT5G59670;AT5G60600;AT5G60850;AT5G61420;AT5G61500;AT5G61850;AT5G63710;AT5G63800;AT5G65210;AT5G65320;AT5G66190"
"upregulated","whole network","GO:0055085","transmembrane transport",844,26,16.19,0.01241,"AT1G05300;AT1G23080;AT1G73700;AT2G26350;AT2G33770;AT2G35060;AT2G39890;AT3G08650;AT3G17650;AT3G21080;AT3G54820;AT3G55110;AT3G59140;AT4G03320;AT4G08920;AT4G13510;AT4G18050;AT4G24120;AT4G35300;AT5G16530;AT5G17700;AT5G45380;AT5G47560;AT5G50800;AT5G50920;AT5G64500"
"upregulated","whole network","GO:0019395","fatty acid oxidation",47,4,0.9,0.01242,"AT2G26350;AT2G33150;AT3G51840;AT4G16210"
"upregulated","whole network","GO:0071407","cellular response to organic cyclic comp...",162,8,3.11,0.01312,"AT1G08720;AT3G52430;AT4G14400;AT4G17880;AT4G36780;AT4G37930;AT5G43470;AT5G60600"
"upregulated","whole network","GO:0030042","actin filament depolymerization",26,3,0.5,0.01313,"AT2G43800;AT5G07780;AT5G59890"
"upregulated","whole network","GO:0170041","non-proteinogenic amino acid metabolic p...",48,4,0.92,0.01335,"AT4G17830;AT4G35220;AT5G12200;AT5G46180"
"upregulated","whole network","GO:0042743","hydrogen peroxide metabolic process",49,4,0.94,0.01432,"AT1G20630;AT3G27820;AT3G52430;AT4G08920"
"upregulated","whole network","GO:1901401","regulation of tetrapyrrole metabolic pro...",27,3,0.52,0.01456,"AT2G20570;AT3G19290;AT5G50920"
"upregulated","whole network","GO:0016036","cellular response to phosphate starvatio...",75,5,1.44,0.0146,"AT1G20630;AT1G71040;AT2G26660;AT2G33770;AT3G05630"
"upregulated","whole network","GO:0044281","small molecule metabolic process",1505,41,28.86,0.01485,"AT1G03090;AT1G09240;AT1G10070;AT1G55090;AT1G64710;AT1G78620;AT1G80360;AT2G03530;AT2G26350;AT2G30720;AT2G33150;AT2G46590;AT3G10870;AT3G11670;AT3G15290;AT3G16050;AT3G17470;AT3G19290;AT3G22460;AT3G51840;AT3G52430;AT3G60180;AT4G08920;AT4G14070;AT4G16210;AT4G17830;AT4G34030;AT4G35220;AT4G36830;AT4G37930;AT4G37980;AT4G39800;AT5G12200;AT5G13930;AT5G35170;AT5G43330;AT5G46180;AT5G49650;AT5G49970;AT5G53850;AT5G61420"
"upregulated","whole network","GO:1901880","negative regulation of protein depolymer...",10,2,0.19,0.01491,"AT2G43800;AT5G07780"
"upregulated","whole network","GO:0048878","chemical homeostasis",343,13,6.58,0.0157,"AT1G12480;AT1G47330;AT1G68570;AT2G14520;AT2G29120;AT2G33770;AT2G40300;AT3G53720;AT3G56240;AT4G08920;AT4G34600;AT5G01600;AT5G47560"
"upregulated","whole network","GO:0010150","leaf senescence",137,7,2.63,0.01666,"AT1G64360;AT2G20570;AT3G02150;AT3G19290;AT3G29035;AT3G52430;AT4G32940"
"upregulated","whole network","GO:0140546","defense response to symbiont",311,12,5.96,0.01749,"AT1G69440;AT3G52430;AT4G08920;AT4G31550;AT4G37930;AT4G37980;AT5G22290;AT5G43470;AT5G43560;AT5G46180;AT5G60600;AT5G61420"
"upregulated","whole network","GO:2000377","regulation of reactive oxygen species me...",52,4,1,0.01751,"AT3G52430;AT4G08920;AT5G22270;AT5G58580"
"upregulated","whole network","GO:0009080","pyruvate family amino acid catabolic pro...",11,2,0.21,0.018,"AT1G03090;AT4G34030"
